"issuekey","created","storypoint","context","codesnippet","t_Task","t_Story","t_Bug","t_New.Feature","c_Schema","c_CRUD","c_Real.Time.Server.Stats","c_UI...UX","c_Document.Validation","c_Stability","c_Query.Bar","c_First.Run","c_Connectivity","c_DDL","c_Performance","c_Research...Design","c_Plugins","c_Packaging","c_Navigation","c_Misc","c_Compass","c_Query","c_Electron","c_Auto.Updates","c_Export.to.Language","c_Aggregation.pipeline","c_Metrics","c_Grammar","c_Tech.debt","c_Intercom","c_Atlas","c_Telemetry.Data","c_Installation","c_CI","c_Language.Modes","c_Blog","c_schema.rs","c_Build","c_Favorites","c_Security","c_Explain","c_Webpack","c_React","c_Collection","c_Header","c_Sidebar","c_Views","c_Windows.Installer","c_Release","c_Maps","c_Import.Export"
"COMPASS-3436","02/04/2019 13:47:22",5,"api: should deal with a semantic_type option ""SchemaParser::new() should accept an option to handle semantic types. setting this to Some should allow for parsing of an email """"type"""" and a geojson """"type"""" along with the regular bson types.    should look for crates that could do the geojson check for us; email should be a rather straight forward regex.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3437","02/04/2019 13:48:05",3,"api: should deal with a store_values option ""when store_values is set to none, don't store values.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3438","02/04/2019 13:55:03",2,"library: handle null and undefined data values ""if either null or undefined, should remove all the field_type values in the finalizing step. this is currently done in the js land:  ""","  if (type.name === 'Null' || type.name === 'Undefined') {    delete type.values;            type.unique = type.count === 0 ? 0 : 1;            type.has_duplicates = type.count > 1;  }  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3439","02/04/2019 14:00:47",3,"library: handle missing fields ""if parent_count - field_count > 0, some fields are missing. Create an Undefined type to add this information:          ""","  field.types[""""Undefined""""] = {    name: 'Undefined',              type: 'Undefined',              path: field.path,              count: parent_count - field_count          };  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3440","02/04/2019 14:03:26",8,"compass: move schema analyser into its own plugin ""We will not be able to use wasm modules directly inside compass (needs current version of webpack), so will need to have this moved from internal-plugins/ in compass into its own plugin. Work was started here: https://github.com/10gen/compass-schema""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3445","02/05/2019 13:35:21",8,"Extract Instance Header Plugin ""Extract the instance header plugin to an external plugin on the new template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3446","02/05/2019 13:36:24",8,"Extract Sidebar Plugin ""Extract the sidebar plugin to an external plugin on the new plugin template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3447","02/05/2019 13:37:00",8,"Extract Schema Plugin ""Extract the schema plugin to an external plugin on the new plugin template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3448","02/05/2019 13:37:31",8,"Extract App Plugin ""Extract the app plugin to an external plugin on the new plugin template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3449","02/05/2019 13:38:17",8,"Extract Home Plugin ""Extract the home plugin to an external plugin on the new plugin template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3450","02/05/2019 13:40:29",8,"Webpackify Compass ""Build Compass using Webpack.  - Create Webpack configurations.  - Remove compile cache.  - Remove style manager.  - Remove module cache.    * Need to break up into multiple stories*""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"COMPASS-3452","02/06/2019 14:37:40",8,"Move Collection Store into Collection Plugin ""Move the Collection store into the collection plugin.    - Convert to Redux store.  - Change store structure to have multiple collections.  - Bring in collection data for each collection. (readonly, capped, etc)  - Switch all collection plugins to use new store.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3453","02/06/2019 14:39:29",5,"TabNavBar Programatically Renders Tabs ""Change the TabNavBar to programatically render tabs, instead of just setting display to none.    - Change all plugins with the dependency:    - compass-collection    - compass-database    - compass-instance""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"COMPASS-3454","02/06/2019 14:39:47",3,"library: field should create a different field_type if type does not exist ""currently, if two different types for the same field are in use, only one field_type will be used; should use two different field_types.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3482","03/04/2019 15:33:08",3,"Save pipeline modal ""Moves from inline to modal    - {{↵}} in modal to save  - {{Save}} on an unsaved pipeline brings up modal to specify a name  - {{Save}} on an existing saved pipeline just saves  - {{Save As...}} Enter new name {{➡️}} clone current pipeline  - If canceling from {{Save As...}} the current pipeline is not cloned  - {{Save As...}} from an unsaved pipeline should instead go to {{Save}}""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3486","03/06/2019 12:39:34",8,"wasm: pass bson from js side ""Instead of serializing json on JS side and then deserializing it _and_ converting it to bson on rust side, we should just pass bson.    This requires a change to mongodb-schema-parser to accept bson and collection-sampler to return bson.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3488","03/06/2019 13:02:02",3,"library: finalize_schema should be the only place to count unique ""currently probability, duplicates, and unique counts are calculated when _every_ new field is added. We want to do this only once, when we finalize the schema. This way if fields are also missing, we are able to get accurate counts.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3501","03/12/2019 13:53:45",1,"1.18.0-beta.1 on macOS blocked by gatekeeper? ""(from [slack|https://mongodb.slack.com/archives/C0U7K0MC3/p1552392785045300] HT [~brian.blevins])""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3508","03/15/2019 14:41:02",1,"Handle Large Namespaces in Tabs ""Handle overflow of large namespaces in the collection tabs.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3509","03/15/2019 14:42:33",2,"Collection Tab Keyboard Shortcuts ""Add CTRL+T & CTRL+W to open/close tabs, plus CTRL+# to go to that tab index + 1""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3510","03/15/2019 14:43:39",3,"Drag+Drop Tab Reordering ""Add ability to reorder collection tabs via drag+drop.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3511","03/15/2019 14:44:39",2,"Add Configure Store Function to Collection tab Roles ""When plugins define roles, add configure store option to the role.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3512","03/15/2019 14:45:36",3,"Create Tab Carousel ""When a large number of collection tabs are opened, allow user to scroll through them.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3513","03/15/2019 14:46:47",3,"Collection Tabs are Subtab Aware ""The collection tabs should display the currently active subtab in the collection.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3514","03/15/2019 14:50:42",3,"All Collection Plugins Use Configure Store ""Change all collection tab plugins to use the configure store pattern.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3515","03/15/2019 14:51:53",2,"Add Select Namespace Event to Sidebar ""The sidebar collection entries should emit the select-namespace event when clicking on a collection.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"COMPASS-3516","03/15/2019 14:53:25",5,"Collection Plugin Configures Stores ""The collection plugin should configure the stores for each collection tab role and then pass the configured store into the plugin props.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3517","03/15/2019 14:54:42",3,"Move Instance Header Plugin into Sidebar ""As per the designs, move the instance header into the sidebar.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"COMPASS-3518","03/15/2019 14:55:47",5,"Collection HUD Plugins Take Data as Params ""Change the Collection HUD plugins to take their required data as properties.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3519","03/15/2019 14:57:04",5,"Pass Sub App Registry to Collection Tabs ""Pass a new app registry to each of the collection tabs that is scoped only to the collection.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3520","03/15/2019 14:58:50",3,"Scope Events to Sub App Registry ""Field store, import/export, refresh events should be scoped to the collection app registry and not the global app registry.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3523","03/19/2019 08:47:49",5,"Create a View from an aggregation pipeline ""h3. User story  As a Compass user  I want to create a View from an aggregation pipeline  So that I can make sure my data is in the right shape to be used in my application or to create a chart from it.    h3. Acceptance criteria  - When I am in the aggregation pipeline builder and I have written a valid aggregation, I want to be able to save it as a View and give it a name  - When the server is older than 3.4, Save as a View is hidden  - When an aggregation is saved as a View, it immediately appears in the sidebar  - When an aggregation is saved as a View and I open the Database screen, I can see the newly created View  - It is possible to create a View on top of another View  - When I am trying to create a new View with the same name of an existing View, I want to see a meaningful error message  - When the server returns errors (e.g., the user doesn't have the necessary permissions to create a view), Compass needs to handle the errors nicely  - When the View has been created, Compass will open the new View in the main screen (in a new tab, as soon as tabs are available)""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COMPASS-3524","03/19/2019 09:14:21",1,"Using a View ""h3. User story  As a Compass user  I want to see the details of a View when I select it  So that I can:  - easily understand that it is a View and I can see what collection it is based on  - see the documents that are in the View and run queries and aggregations on top of it    h3. Acceptance criteria  - When I open a View in Compass, I can clearly see that I am actually looking at a View  - When I open a View in Compass, I can see what collection the View is based on  - When I open a View in Compass, I don't want to see N/A placeholders for the details we can't display (see screeenshot attached)  - When I am building aggregations on top of a View, I want so see meaningful errors when I try to use [operators that are not supported on Views|https://docs.mongodb.com/manual/reference/method/db.createView]  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COMPASS-3525","03/19/2019 09:24:21",5,"Modify a View ""h3. User story  As a Compass user  I want to edit a View (as in """"edit the aggregation pipeline behind the View"""")  So that I can go and adjust the details if the documents I am seeing are not in the shape I expected them to be    h3. Acceptance criteria  - In the sidebar, I have an entry point to go and edit the aggregation behind each View  - In the main screen, when I am looking at a View, I have entry points to go and edit the aggregation behind the View  - When I go and edit the aggregation behind a View, I am editing it in the aggregation pipeline builder of the Collection or View the View I am editing is based on  - When I am done with editing the aggregation pipeline, I can update the View with the new pipeline  - When the server returns errors (e.g., the user doesn't have the necessary permissions to modify a View), Compass needs to handle the errors nicely    h3. Questions  - When a View has been updated, can we jump back to wherever the user was when they clicked on an entry point to editing the View?""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COMPASS-3526","03/19/2019 09:31:10",1,"Duplicate a View ""h3. User story  As a Compass user  I want to duplicate an existing View  So that I don't need to start from scratch when I want to create a new, similar one    h3. Acceptance criteria  - In the sidebar, I have an entry point to duplicate a View  - When I click on the entry point to duplicate a View, I can specify the name for the new View and then the new View is created with the same aggregation pipeline that is behind the original View  - When the duplicate View is created, a new tab is opened pointing to the Documents view of the new View  - When the server returns errors (e.g., the user doesn't have the necessary permissions to create a new view), Compass needs to handle the errors nicely""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COMPASS-3537","03/22/2019 14:23:19",3,"Allow User Data Directoy to be Configurable ""The user data directory should be configurable on the Windows MSI installer.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"COMPASS-3543","03/27/2019 16:13:26",1,"Trim whitespaces on username field in Connect screen ""In the connect screen, make sure white spaces are trimmed for the username field.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3573","04/15/2019 19:36:45",3,"macOS dmg file size has doubled ""While testing COMPASS-3496, I noticed the macOS installer sizes have ballooned substantially. Unpacked dmg is now 900+ Mb. This also impacts launch performance. Appears source maps are being included in installed payloads for 1 or more plugins... Seeing the below in devtools console:    ""","  DevTools failed to parse SourceMap: file:///Applications/MongoDB Compass Dev.app/Contents/Resources/app.asar/node_modules/@mongodb-js/compass-indexes/lib/index.js.map  ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"COMPASS-3589","04/24/2019 14:29:47",5,"Connection model should parse all URI options ""Update the connection model to parse all connection options that URI can have. Use the node driver URI parser for it instead of mongodb-url.    - Replace mongodb-js/url parser with parseConnectionString from mongodb-js/mongodb-core  - Update tests according to changes in the code  - Add tests for parsing URI  - Update returning object structure    For more info the about connection string: https://docs.mongodb.com/manual/reference/connection-string/""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3601","04/29/2019 10:54:32",5,"Query History Support in Collection Tabs ""Support Query History plugin in collection tabs.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3602","04/29/2019 10:55:13",5,"Support Query Bar in Collection Tabs ""Support for Query Bar in collection tabs.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3604","04/29/2019 10:56:20",5,"Support Import/Export in Collection Tabs ""Support for import/export in collection tabs.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"COMPASS-3759","07/05/2019 13:11:17",5,"Expose S3 download links for Compass releases ""Some customers want to script the installation of the _latest stable version_ of Compass in enterprise environments. In order to do that, they would like to have a predictable URL to download the release artifacts.    Can we provide a solution to this without hitting Github as we currently do?""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3768","07/19/2019 19:46:02",3,"Check if port is blocked by firewall ""One of the first things we ask our students who have issues connecting to Atlas with Compass is to ensure port 27017 is not blocked by their firewall.    We ask the student to navigate to:    [http://portquiz.net:27017/]    It would be nice for Compass to integrate a similar check to guide the user a little more when they experience a connection issue.     ""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3780","07/26/2019 12:46:14",3,"Display GeoJSON types other than points in Schema Map view ""As a customer, I have a data set which contains both GeoJSON polygons and GeoJSON LinesStrings.  It would be really useful to be able to see these rendered in the map view in the Schema tab.     ""","",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COMPASS-3781","07/26/2019 12:48:33",2,"Create other Geo-Queries in the Schema map view  ""As a customer, I would like the ability to click to draw a polygon, in the same way as I can currently drag out a circle, to create a GeoWithin Query.""","",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COMPASS-3809","08/12/2019 08:42:29",3,"Re-add drag circle functionality in mapview ""This affects university students who can't complete the shipwrecks exercise without this functionality.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3817","08/14/2019 15:36:02",5,"Update Electron to Latest Non-Backwards Breaking Stable Version ""Need to update Electron to latest.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3818","08/14/2019 15:36:41",5,"Update Plugin API Major Version ""Update the Plugin API Major version to account for collection tabs.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3825","08/16/2019 14:01:57",3,"Export CSV ""h3. User story  As a Compass user   I want to export documents to a CSV file   So that I can use them with tools outside the MongoDB ecosystem    h3. Acceptance Criteria   - Compass can export documents to a CSV file   - When filter, project, sort or limit are specified for the collection the user is exporting, the user has the option to use them as the settings for the export (https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/347756471)   - When an error happens during the export   ** Compass shows a meaningful error message   ** Compass says how many documents it managed to export   - During the export, progress is displayed in the export modal  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMPASS-3826","08/16/2019 14:03:53",2,"Import CSV: select fields ""h3. User story  As a Compass user   I want to specify the fields I want to import from CSV   So that I can control what data I want to have in my collection and specify the schema    h3. Acceptance Criteria   - Before the CSV import starts, users can select the fields that are included in the import (https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/344502152, COMPASS-2956)      h3. Notes   - We pre-read a portion of the CSV file (headerline and a few lines) to display the preview in the field/type selector.  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMPASS-3829","08/16/2019 14:06:28",3,"Import JSON ""h3. User story    As a Compass user   I want to import documents from a JSON file   So that I can quickly seed my collection with existing data    h3. Acceptance Criteria   - Compass can import a valid JSON file (an array of documents, COMPASS-3185)   - Compass cam import extended JSON (COMPASS-3384)   - Compass can import a valid JSONL file (http://jsonlines.org/)   - When an error happens during the import   ** Compass shows a meaningful error message   ** Compass says how many documents it managed to import   - When the JSON is invalid   ** Compass displays a meaningful error (COMPASS-3755)   - During the import, progress is displayed in the import modal    h3. Notes   - JSONL = whatever is the spec that mongoimport handles    ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMPASS-3830","08/16/2019 14:07:09",3,"Import/Export entry points ""As a Compass user   I want to contextual entry points to import/export   So that I can find and access the functionality where I needed  h3. Acceptance criteria   - -The contextual menu in the Collections view contains an entry point to Import (-[-https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135807).-|https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135807).-]   - -The contextual menu for a collection in the side bar contains an entry point to Import ([https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135808])-.   - The empty state of the documents tab contains an entry point to Import ([https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135808])   - The toolbar of the documents tab contains an entry point to Import ([https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135808])   - The entry point to Import opens the Import dialog in the context of the collection the user selected     - -The contextual menu in the Collections view contains an entry point to Export (-[-https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135807).-|https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135807).-]   - -The contextual menu for a collection in the side bar contains an entry point to Export (-[-https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135808)-|https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135808)-]   - The entry point to Export opens the Export dialog in the context of the collection the user selected. By default, the whole collection will be exported.     - The toolbar of the documents tab contains an entry point to Export ([https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/316135808])   - When Export is selected in the documents tab toolbar, Export defaults to the current filter, project, sort and limit    h3. Notes   - This story is only worth doing once the new implementation for import/export is ready.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMPASS-3851","08/28/2019 15:17:21",3,"Select fields when exporting a collection ""h3. User story    As a Compass user   I want to select the fields that will be written into the exported JSON or CSV file   So that I only export what is needed and I can keep the file small    h3. Acceptance Criteria   - Before exporting, the user can choose the fields that are exported (https://mongodb.invisionapp.com/share/BVNOZB4DYT3#/screens/349364209)   - When fields are selected/deselected, if a projection exists, it is modified according to the new selection   - Because the list of fields is probably generated from a sample of the collection, we give the user the possibility of adding other fields that may not exist in the sample   - When the export is completed, only the fields that the user selected are exported    ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMPASS-3853","08/28/2019 15:18:07",5,"Replace backend of the feature with better CSV/JSON parsers ""This task is about replacing the backend of the feature with community-maintained libraries that are battle-tested for CSV and JSON parsing/creation.    This is timeboxed to 1 week and the main goal is that after this is done, Import/Export in Compass *with the existing UX* works reliably, no matter the size of the collection:  * CSV are exported according to the CSV spec and can be imported back  * JSON is imported with no errors. For the time being, since we don't change the UX, it's ok to still only support JSONL but let's keep in mind that eventually we want to also support JSON arrays. JSON is also exported with no errors, and an exported JSON can be imported back.    If we are unable to make this work, we will fallback to using mongoimport/mongoexport.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COMPASS-3882","09/05/2019 20:08:25",1,"Support tooltip in aggregations plugin (part 2) ""Added one liners for $merge and $searchBeta""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
