"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Improvement","t_Bug","t_Task","t_Build.Failure","t_Question","t_Problem.Ticket","t_Incident","t_Sub.task","c_app","c_legacy.ui","c_perf.tools","c_platform","c_ui","c_ops"
"EVG-2720","02/05/2018 18:48:16",1,"avoid static host decomissioning loops ""- don't decommission static hosts for consistent system failures  - move from 6 consecutive failures back to 3  - continue to decomission for taskrunner errors  ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2722","02/05/2018 21:52:25",1,"Display Task Behaviour around Execution tasks is wrong ""It's currently possible to  1. Create a patch with a single execution task of a display task  2. Create a tag which only contains part of an execution tag, that only activates the tagged tasks.       If a tag includes 1 or more execution tasks from a display the task, every task from the display task should be included.   In all other situations, execution tasks should be invisible to the user. (including aliases task regexes, and task requests from the command line.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9594","02/07/2018 17:02:43",2,"test-rest failure ""h2. [test-rest failed on ubuntu1604|https://evergreen.mongodb.com/task/amboy_ubuntu1604_test_rest_8f3592813cce537dd0fba0b61ecb3e85a3d0b38d_18_02_06_01_24_26/0]     Host: [ec2-34-228-185-201.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-9j2843pg]   Project: [amboy|https://evergreen.mongodb.com/waterfall/amboy]          ~BF Ticket Generated by [~sam.kleinman]~  ""","",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"EVG-9345","02/07/2018 17:28:21",2,"store more concise errors in jobs, log more in pools ""- log errors in the pools so we can see when/where things go wrong.  - avoid pushing stack traces in job documents""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-2731","02/07/2018 19:48:16",1,"manifest override for ""always fetch latest"" ""be able to specify modules with """"always fetch latest"""" semantics to avoid the manifest pinning for things like the fuzzer/sysperf/etc.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2732","02/07/2018 19:48:18",2,"test_history REST endpoint does not return successful tasks info ""When retrieving task information from the {{/rest/v1/projects/<project_id>/test_history}} endpoint.  The results do not contain successful tasks when {{taskStatuses}} includes """"success"""".    Some additional tests showed a related issue: while timeout results are returned when {{taskStatuses='timeout'}} they are not returned when {{taskStatuses='timeout,failed'}}. Only the failed tasks results are returned.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2733","02/07/2018 20:43:23",2,"Improve logkeeper logging ""There were a few changes made to logkeeper logging so we could send logs to splunk that turned out to make it more difficult to troubleshoot load related issues.  IIRC, we stopped logging good requests and only log errors.    Right now, logs look like this:      What would help us is:  * Have access logs (http method, path, status) for all requests  * Log client ip (I believe it's available as one of the header fields)  * Log some details for 'Internal Server Error'    Perhaps we can split access logs and logkeeper logs and don't send some of them to splunk?""","Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='inserting test with id ObjectIdHex(""""5a7b5d3290413061bb015a89"""") took 1.387978ms' requestID='0']  Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='inserting test with id ObjectIdHex(""""5a7b5d3290413061bb015a8a"""") took 1.554176ms' requestID='0']  Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='finding build with id df420f183a2766fccd7a8f5f5c04621a took 1.172723ms' requestID='0']  Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='inserting test with id ObjectIdHex(""""5a7b5d3290413061bb015a8b"""") took 2.16831ms' requestID='0']  Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='finding build with id 9ec113d71c4efb9f8c96a1a004e2f7ba took 1.215577ms' requestID='0']  Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='inserting test with id ObjectIdHex(""""5a7b5d3290413061bb015a8c"""") took 1.290326ms' requestID='0']  Feb  7 20:10:26 logkeeperapp-0 logkeeper[25019]: [logkeeper] 2018/02/07 20:10:26 [p=error]: [error='finding build with id 0b06d371fe4ba134e28e2984658c2fa5 took 1.263711ms' requestID='0']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-2734","02/07/2018 21:01:06",1,"Evergreen cannot apply mailbox-style patches which create new files, and moves them in a later commit ""Maybe a bug maybe user error, although I don't think I did anything interesting with git here.    https://evergreen.mongodb.com/build/dsi_linux_runner_patch_c48251e93c6b82523444f689e276a1c1e9252487_5a7b67c7c9ec4420de328f67_18_02_07_20_55_35    From this PR:  https://github.com/10gen/dsi/pull/20    Filing in case it's interesting - I'm gonna try working around it in the mean-time.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2737","02/07/2018 23:15:02",2,"ensure isolation during task creation ""- derive date for version create time from github rather than system time   - sort tasks and builds before insertion so that we're always inserting in the same order ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2738","02/08/2018 14:44:14",1,"smoke-test-task failure ""h2. [smoke-test-task failed on ubuntu1604|https://evergreen.mongodb.com/task/mci_ubuntu1604_smoke_test_task_66dd4be6aba9503f99316e5045378019eca86543_18_02_07_19_54_28/0]     Host: [ec2-34-226-193-185.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-xghg6pxj]   Project: [mci|https://evergreen.mongodb.com/waterfall/mci]          ~BF Ticket Generated by [~brian.samek]~  ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-2739","02/08/2018 15:40:30",1,"Create Report for Expected Duration versus Actual Duration  ""auto log to splunk/etc. ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2742","02/08/2018 19:41:41",1,"avoid creating tickets for successive build failures ""we're not decoing these hosts, but we are creating tickets, we shouldn't. ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2743","02/08/2018 19:56:00",1,"remove cost reporting go routine in task end ""make it an amboy job!""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2745","02/09/2018 14:56:35",2,"Command attach.artifacts should not error if the file is missing ""The behavior of {{attach.artifacts}} should either have an option to ignore missing files or not error if a file is missing from the {{files}} param.""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9574","02/09/2018 18:32:36",1,"Add flag to only print failed tests on greenbay run ""Currently the output is a bit too noisy for large projects. I really only care about failed tests.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-2753","02/10/2018 17:52:20",2,"Combine Host Reachability and LastCommunication Time Values into ""LastContactTime"" ""or similar, there's no meaningful difference between these values at the moment, but the monitor/hostinit/taskrunner handle them differently. ""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2755","02/12/2018 01:41:46",1,"remove ""generic-linux-distors"" from self-tests.yml  ""differences in configuration between machines lead to build failures that are not needed.     pool sizes should be large enough on 16.04""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2756","02/12/2018 02:26:30",1,"deprecate and warn support for tasks that run on more than one distro ""In the medium term we would like to remove the ability to specify more than one distro. Historically it was useful in using static hosts and dynamic hosts in related pools, but that's not been a reality of our deployment recently.     At the same time the logic to support allowing tasks to appear in more than one task queue makes task dispatching and scheduling much more complicated than it might be.     In the future we can add a layer inbetween distros, which describe host configurations, and the distros which represent queues, using some sort of pooling or grouping system, which will provide more flexibility as it will be an application wide configuration, and not specific to task definitions.     This deprecation and warning is the first step in this process.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2764","02/12/2018 16:14:11",1,"Move all documentation from repo into wiki ""./plugin/builtin/buildbaron/README.md  ./plugin/builtin/perfdash/README.md  ./service/REST_README.md  ./docs/using-degraded-mode.rst  ./rest/how_to.rst  ./rest/usage.rst""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2767","02/12/2018 19:07:56",2,"Restart Task in UI doesn't close restart window/can spawn duplicate tasks ""1. clicking yes doesn't close the window.  2. The user can click Yes multiple times and have it create multiple tasks.""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-9590","02/12/2018 19:15:31",1,"lint failure ""h2. [lint failed on race-detector|https://evergreen.mongodb.com/task/amboy_race_detector_lint_d2da6d14e40c46ce82dc497c01301d6da8302010_18_02_12_16_06_14/0]     Host: [ec2-34-229-19-196.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-jc986kpj]   Project: [amboy|https://evergreen.mongodb.com/waterfall/amboy]          ~BF Ticket Generated by [~sam.kleinman]~  ""","",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"EVG-2772","02/12/2018 23:37:47",2,"set content-length header in agent post requests ""so we can log better in the API server ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2773","02/13/2018 02:02:20",1,"make sure repotracker catchup jobs respect the github api limit ""in the case that the queue gets backed up, we don't want to blow through limit when we start working the queue. ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2774","02/13/2018 14:02:09",1,"log local queue stats on web servers  ""also drop local job listing in queue report""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2775","02/13/2018 14:46:11",2,"Lobster given undefined url for all logs view ""From the """"job logs"""": https://logkeeper.mongodb.org/build/63b3fc51e56a2e15bc96d26685c0e020  If you click """"Complete logs for all"""" you get: https://logkeeper.mongodb.org/lobster/build/63b3fc51e56a2e15bc96d26685c0e020/test/undefined?bookmarks=0%2C11018  Which has """"undefined"""" as the test id. It should say """"all"""" instead of """"test/undefined"""": https://logkeeper.mongodb.org/lobster/build/63b3fc51e56a2e15bc96d26685c0e020/all?bookmarks=0%2C11018""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-2779","02/13/2018 16:45:49",1,"tune runner parallelism ""in the post reachability-check world, we should tune things up a bit:    - reexamine threads running taskrunner (as more of the retry waiting for a host to get ready is happening here)   - more threads running host provisioning in hostinit (because this ends up retrying)   - terminate hosts loop in the monitor.  - timeout for host termination operation  - timing of the interval for hostinit/taskrunner/monitor""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2782","02/13/2018 19:39:38",1,"Passing --large to the patch command doesn't enable large patches ""because NewRequestReader has a 16MB limit. We should remove --large, or make a bigger reader.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2783","02/13/2018 20:19:34",1,"Panic in GetDNSName """"","  { [{github.com/evergreen-ci/evergreen/vendor/github.com/mongodb/grip/recovery.LogStackTraceAndContinue /data/mci/f04cd0c71429b9ef0145c7465a42925a/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/mongodb/grip/recovery/recovery.go 70} {runtime.call32 /opt/go1.8/go/src/runtime/asm_amd64.s 514} {runtime.gopanic /opt/go1.8/go/src/runtime/panic.go 489} {runtime.panicmem /opt/go1.8/go/src/runtime/panic.go 63} {runtime.sigpanic /opt/go1.8/go/src/runtime/signal_unix.go 290} {github.com/evergreen-ci/evergreen/cloud.(*ec2Manager).GetDNSName /data/mci/f04cd0c71429b9ef0145c7465a42925a/gopath/src/github.com/evergreen-ci/evergreen/cloud/ec2.go 660} {github.com/evergreen-ci/evergreen/hostinit.(*HostInit).IsHostReady /data/mci/f04cd0c71429b9ef0145c7465a42925a/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go 346} {github.com/evergreen-ci/evergreen/hostinit.(*HostInit).setupReadyHosts.func1 /data/mci/f04cd0c71429b9ef0145c7465a42925a/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go 218} {runtime.goexit /opt/go1.8/go/src/runtime/asm_amd64.s 2197}]}  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2786","02/13/2018 22:31:28",1,"Fix Lint Errors in rest/model ""    The BuildFromService /ToService functions are copying the send.SlackOptions object from evergreen/SlackConfig. This means it's copying a mutex, and generating a mutex error. I can't reproduce this in evergreen, but both Brian and I can repro locally.""","  rest/model/admin.go:1047::error: function call copies lock value: github.com/evergreen-ci/evergreen/vendor/github.com/mongodb/grip/send.SlackOptions contains sync.RWMutex (vet)  rest/model/admin.go:1061::error: assignment copies lock value to options: github.com/evergreen-ci/evergreen/vendor/github.com/mongodb/grip/send.SlackOptions contains sync.RWMutex (vet)  ",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-9526","02/14/2018 11:35:36",2,"improve string format of stack traces  ""particularly for panics that we log to splunk""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-2789","02/14/2018 14:05:14",1,"Panic in agent when enforcing callback timeouts ""{{https://evergreen.mongodb.com/host/sir-5v887hak}}""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2794","02/14/2018 21:19:20",1,"Panic when running CLI commands that communicate with API with invalid key ""Johns-MacBook-Pro-2:evergreen johnliu$ ./evergreen host list --all  runtime error: invalid memory address or nil pointer dereference""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2796","02/15/2018 15:03:36",2,"git checkout fails if the mongo diff is empty ""https://evergreen.mongodb.com/task/sys_perf_3.2_linux_standalone_compile_patch_ba20ef3dc5e82459f9c7ddbce4a055b3d32aab74_5a856c25e3c331600b270c14_18_02_15_11_21_56    * This is a common use case in performance, most of our diffs are against the modules  * This has happens from time to time, please consider adding a unit test for protecting this use case""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-2797","02/15/2018 16:54:53",2,"Fix zero dates in versions ""Perf depends on valid create_time in versions, so we should go back and correct these.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-2798","02/15/2018 18:41:35",0,"add TTL index on task event log  ""this log only has data for tasks, including system metrics data.     ttl to six months ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2799","02/16/2018 01:12:08",2,"report on host idle time upon termination.  ""just as we do for task-end-stats, we can and should collect host-termination-stats when we terminate a host.    long term, stats may include:  - total up time,   - total idle time.  - time for tasks,   - cost of host,  - number of tasks run  - ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2800","02/16/2018 03:31:30",1,"remove excess monitor logging  ""it logs a lot, and very little of it is useful. ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2801","02/16/2018 14:24:38",2,"time out tasks when heartbeats expire in amboy job ""there is only one task flagging function in the monitor which times out/ends tasks when the heartbeats expire. We should move this functionality into an amboy job, and remove it and it's complicated machinery from the monitor""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2802","02/16/2018 14:26:17",2,"move cloud status change detection  ""there is one """"hostMonitoringFunction"""" with the sole function of detecting when hosts are terminated externally (e.g. spot-host-termination) we should move this functionality out of the monitor and into an independent amboy job. ""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2815","02/20/2018 20:09:44",2,"`go test` failure shown when negative time printed ""`go test` sometimes mistakenly prints out a negative time. We recently got this output in our output:        We use the command `gotest.parse_files` to display which test cases succeed or fail for a given task. For the above test case, it showed this as a failure and therefore reported the task as a failure even though `go test` exited successfully. I assume this is due to the parsing logic doesn't expect a negative run time for a test.    Evergreen task: https://evergreen.mongodb.com/task/mongo_go_driver_tests__version~3.4_os~osx_test_standalone_noauth_nossl_patch_c0d49e37272a4a5a31ac5ce84e453d5c9a31415e_5a8c71e3e3c331479c35c023_18_02_20_19_07_34    Log file: https://evergreen.mongodb.com/test_log/5a8c79022fbabe102183dd6a?raw=1""","      --- PASS: TestHeartbeatInterval/mongodb://localhost/?heartbeatIntervalMS=10 (-0.00s)  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2816","02/20/2018 20:45:35",2,"Don't Make Patches with no Build Variants or Tasks ""Like this one: https://evergreen-staging.corp.mongodb.com/version/5a8522cb9dbe327d22aec3c5""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2823","02/21/2018 19:30:42",1,"avoid negative values for cost ""validate time range to make sure its positive.    wrap the logic of CostForDuration""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2826","02/21/2018 21:42:36",1,"The `get-update` command fails due to version mismatch ""When running the {{evergreen.exe get-update}} command on Windows I am getting the following error:      My current version is:      If I run the file, which {{evergreen get-update}} downloaded I get this version:  ""","  E:\workspace\mongo>evergreen get-update  A new version is available. Run 'evergreen get-update' to fetch it.  Update to version 2018-02-09 found at https://evergreen.mongodb.com/clients/windows_amd64/evergreen  Fetching update from https://evergreen.mongodb.com/clients/windows_amd64/evergreen  Upgraded binary downloaded to C:\Users\kaloi\AppData\Local\Temp\257184635 - verifying  [evergreen] 2018/02/21 16:35:51 [p=emergency]: Update failed - expected new binary to have version 2018-02-09, but got 2017-06-29 instead    E:\workspace\mongo>evergreen --version  evergreen version 2018-01-31    E:\workspace\mongo>C:\Users\kaloi\AppData\Local\Temp\257184635 version  2017-06-29  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
