"issuekey","created","storypoint","context","codesnippet","t_Bug","t_New.Feature","t_Story","t_Epic","t_Improvement","t_Technical.task","t_Sub.task","c_APIDoc","c_Guides","c_Tooling","c_Cloud","c_360","c_Stratus"
"TIDOC-1586","03/13/2014 17:57:39",8,"Update Android orientation docs/provide sample app from Pro services  [~aleard] created the attached app that lets developers easily lock their android app in portrait for handheld and landscape for tablet, including the splashscreen.      We need to make this app available for download, and update (or replace?) current documentation with this approach.  http://docs.appcelerator.com/platform/latest/#!/guide/Orientation-section-29004932_Orientation-LimitingorientationmodesonAndroid    Details from Alan:    bq.  The attached app has a property in the tiapp.xml set as “nosensor” which allows for the device to display in the prefered orientation which is portrait for handheld and landscape for tablet.  If you replace ""nosensor"" with either “landscape” or “portrait”, that will lock the app for all form factors.  This locks from the app launch, including the splash screen which is where most developers struggle.  The developer will need to know their app activity name which can be found here after they build the app once: /build/android/bin/classes/com/myapp/app/MyappActivity.class  this should then be placed in the tiapp.xml where the sample app has "".MyappActivity”    bq. Here are the available orientation options from Anrdoid: http://developer.android.com/guide/topics/manifest/activity-element.html#screen","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-1591","03/18/2014 22:09:21",5,"Create task-based CLI document We need a ""Common CLI Tasks"" document, sort of an expanded version of [~ralcocer]'s blog post [Quick Tip: Use the Titanium CLI to find details about your configuration|http://www.appcelerator.com/blog/2014/03/quick-tip-use-the-titanium-cli-to-find-details-about-your-configuration/].    For example:    * Getting information about your environment  * Creating and building applications  * Debugging applications.. etc    cc [~lbrenman]        ","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-1602","03/26/2014 21:44:29",5,"Support i18n and platform folders with Alloy theming Alloy themes now support i18n and platform folders.    See related ticket for more details.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1606","03/31/2014 17:43:46",1,"Create documentation for ti.geofence module https://github.com/appcelerator-modules/ti.geofence","",0,1,0,0,0,0,0,1,1,0,1,0,0
"TIDOC-1607","03/31/2014 20:07:04",5,"Update Titanium architecture diagram The block diagram on this page needs updating:     http://docs.appcelerator.com/titanium/latest/#!/guide/Titanium_Platform_Overview    It shows JavaScript/HTML as the starting point, which isn't really correct. It should also provide more detail about the JavaScript bridge, modules.    Can borrow from this doc:  http://www.linux-mag.com/s/i/articles/7719/architecture1.png    ","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-1609","04/03/2014 04:26:43",2,"extra ; in http://docs.appcelerator.com/cloud/latest/#!/api/Users-method-resend_confirmation https://cloud.appcelerator.com/users/confirmation?key={{key}}&confirmation;_token={{confirmation_token}}  GET https://api.cloud.appcelerator.com/v1/users/confirm_user.json?confirmation_token={{confirmation_token}}&key;=<Your App Key>","",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1613","04/04/2014 19:51:18",1,"confirm_user documentation needs to include ""&ct=enterprise"" for enterprise users The confirm_user.json method located at http://docs.appcelerator.com/cloud/latest/#!/api/Users-method-create needs to explain that enterprise users must append ""&ct=enterprise"" to the end of the call. ","",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1615","04/07/2014 17:10:12",13,"Add samples to Animator documentation The animation documentation has no samples, which is less helpful to developers.    Suggest adding https://github.com/appcelerator-training/tce_training/tree/master/labcode/Finished_code/03_animation/app (or similar) to    http://docs.appcelerator.com/titanium/3.0/#!/api/Titanium.UI.iOS.Animator","",0,0,1,0,0,0,0,1,0,0,0,0,0
"TIDOC-1616","04/07/2014 23:41:11",8,"Generate TOCs for API pages Our API pages sometimes have a lot of content/sections other than pure API documentation (list of methods, props, events). The Facebook module docs are one example: http://docs.appcelerator.com/titanium/3.0/#!/api/Modules.Facebook    Depending on your monitor size there are several sections there that lie ""below the fold"", making it hard to find/navigate.    I suggest we generate a TOC for API pages, at least those that need it. See attached mockup for example.     ","",0,0,0,0,1,0,0,1,0,1,0,0,0
"TIDOC-1713","04/18/2014 17:39:13",1,"Tab.setWindow() doesn't work The Tab.setWindow() method claims to set the root level tab window. However, using it on either Android or iOS seems to have no effect. If window.open() is called after setWindow() then the window obscures the tab group, and if window.open() is not called then the new window is not displayed. In other words, it seems impossible to change the root level tab window after tab group creation.  example:  index.xml    childWin.xml:    index.js:    ","  <Alloy>   <TabGroup>    <Tab title=""Tab 1"" icon=""KS_nav_ui.png"" id=""tab1"">     <Window title=""Tab 1"">      <Label onClick=""openChild"">I am Window 1</Label>     </Window>    </Tab>    <Tab title=""Tab 2"" icon=""KS_nav_views.png"">     <Window title=""Tab 2"">      <Label>I am Window 2</Label>     </Window>    </Tab>   </TabGroup>  </Alloy>    <Alloy>   <Window id=""childWin"" backgroundColor=""red""/>  </Alloy>    function openChild() {   var childWin = Alloy.createController('childWin').getView();   $.tab1.setWindow(childWin);   childWin.open();  }    $.index.open(); // if you comment out this line then no visible effect  ",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1636","04/23/2014 04:14:07",8,"PushSchedule docs for Ti.Cloud According to the Cloud API docs (http://docs.appcelerator.com/cloud/latest/#!/api/PushSchedules-method-create) the Ti.Cloud module supports the PushSchedules APIs, which aren't currently documented under http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.Cloud","",1,0,0,0,0,0,0,1,0,0,1,0,0
"TIDOC-1646","04/29/2014 23:24:36",1,"Update whitelist URLs for 3.3.0 Per [~pinnamuri], in 3.3.0, the URLs have been unified to references to common domain *.appcelerator.com. Need to change the Whitelist URLs mentioned in the following doc:    https://wiki.appcelerator.org/display/guides2/Using+Studio+From+Behind+a+Proxy#UsingStudioFromBehindaProxy-WhitelistingURLs    The following URLs listed there need to change as follows:    go.aptana.com -> go.appcelerator.com  api.appcelerator.net -> api.appcelerator.com  openx.appcelerator.net -> openx.appcelerator.com    EDIT - 11 August 2014  Update whitelist URLs to the following:    * api.appcelerator.com - analytics  * api.cloud.appcelerator.com - acs  * developer.appcelerator.com -   * download.appcelerator.com -download/update studio  * go.appcelerator.com  * my.appcelerator.com - create project?  * openx.appcelerator.com  * preview.appcelerator.com -download/update studio  * studio.appcelerator.com - studio dashboard  * www.appcelerator.com  * registry.npmjs.org -- download/update npm modules -- alloy, titanium, node-appc, acs","",0,0,0,0,1,0,0,0,1,0,0,0,0
